id,title_fa,title_en,link,logo_link,decorated_grade,location,rank,is_recommended_percent,decorated_score,reviews_count
2594,هتل آریا,Ariya Mashhad hotel,https://lastsecond.ir/hotels/2594-ariya-mashhad,https://lastsecond.ir/site/images/placeholder/hotel.svg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""دو ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i><i class=""fa fa-star-o orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 410, 'slug': 'mashhad', 'title_fa': 'مشهد', 'parent_title': 'استان خراسان رضوی', 'parent': {'id': 395, 'slug': 'razavi-khorasan-province', 'title_fa': 'استان خراسان رضوی'}, 'hotels_count': 158}",24,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
2850,هتل آرت بوتیک ,Art Boutique Hotel,https://lastsecond.ir/hotels/2850-art-boutique-hotel,http://cdn.last.upload.ir/2017/09/04/nDRT9c53lUIJnJYhyYEG7tIZISt2wZctjVz5WjhG.jpeg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""چهار ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 645, 'slug': 'tbilisi', 'title_fa': 'تفلیس', 'parent_title': 'گرجستان', 'parent': {'id': 644, 'slug': 'georgia', 'title_fa': 'گرجستان'}, 'hotels_count': 159}",31,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
3106,هتل بست وسترن پلاس آیوی وال,Best Western Plus The Ivywall hotel,https://lastsecond.ir/hotels/3106-best-western-plus-the-ivywall,https://lastsecond.ir/site/images/placeholder/hotel.svg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""چهار ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 543, 'slug': 'philippines', 'title_fa': 'فیلیپین', 'parent_title': 'آسیا', 'parent': {'id': 2, 'slug': 'asia', 'title_fa': 'آسیا'}, 'hotels_count': 14}",1,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
3362,هتل کارما کاندارا,Karma Kandara hotel,https://lastsecond.ir/hotels/3362-karma-kandara,http://cdn.last.upload.ir/v1/hotels/73033814.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""پنج ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i></div>","{'id': 493, 'slug': 'bali', 'title_fa': 'بالی', 'parent_title': 'اندونزی', 'parent': {'id': 492, 'slug': 'indoneisia', 'title_fa': 'اندونزی'}, 'hotels_count': 81}",11,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
3618,هتل آنزی تاور,Anezi Tower hotel,https://lastsecond.ir/hotels/3618-anezi-tower,http://cdn.last.upload.ir/v1/hotels/58549024.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""چهار ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 728, 'slug': 'agadir', 'title_fa': 'آگادیر', 'parent_title': 'مراکش', 'parent': {'id': 678, 'slug': 'morocco', 'title_fa': 'مراکش'}, 'hotels_count': 5}",1,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
3874,آمباسادور این پارادایس ریزورت,Ambassador in Paradise Resort,https://lastsecond.ir/hotels/3874-ambassador%20in%20paradise%20resort,http://cdn.last.upload.ir/2017/06/25/FAY2idZ58PZ1bZnDACorNxpq9c9APVLoTUJGfRTv.jpeg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""پنج ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i></div>","{'id': 742, 'slug': 'boracay', 'title_fa': 'بوراکای', 'parent_title': 'فیلیپین', 'parent': {'id': 543, 'slug': 'philippines', 'title_fa': 'فیلیپین'}, 'hotels_count': 5}",1,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
4130,هتل فالکنشتینر,Falkensteiner Hotel Belgrade ,https://lastsecond.ir/hotels/4130-falkensteiner-hotel-belgrade%20,http://cdn.last.upload.ir/2017/10/22/9Ri8e3L0XjBFqGBj0WQr5Wr7shq4ac4yzDTECkwE.jpeg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""چهار ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 602, 'slug': 'belgrade', 'title_fa': 'بلگراد', 'parent_title': 'صربستان', 'parent': {'id': 601, 'slug': 'serbia', 'title_fa': 'صربستان'}, 'hotels_count': 30}",2,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
803,هتل اسپیناس تهران,Espinas Tehran hotel,https://lastsecond.ir/hotels/803-espinas-tehran,http://cdn.last.upload.ir/v1/hotels/03b.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""پنج ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i></div>","{'id': 100, 'slug': 'tehran', 'title_fa': 'تهران', 'parent_title': 'استان تهران', 'parent': {'id': 97, 'slug': 'tehran-province', 'title_fa': 'استان تهران'}, 'hotels_count': 11}",6,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
1315,هتل اوشم,Otium hotel,https://lastsecond.ir/hotels/1315-otium,http://cdn.last.upload.ir/v1/hotels/42118425.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""پنج ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i></div>","{'id': 452, 'slug': 'goynuk', 'title_fa': 'گوینوک', 'parent_title': 'کمر', 'parent': {'id': 446, 'slug': 'kemer', 'title_fa': 'کمر'}, 'hotels_count': 9}",2,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
1571,هتل شنگری لا,Shangri la Beijing hotel,https://lastsecond.ir/hotels/1571-shangri-la-beijing,https://lastsecond.ir/site/images/placeholder/hotel.svg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""پنج ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i></div>","{'id': 500, 'slug': 'beijing', 'title_fa': 'پکن', 'parent_title': 'چین', 'parent': {'id': 498, 'slug': 'china', 'title_fa': 'چین'}, 'hotels_count': 43}",14,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
2083,هتل هیلتون گاردن این دبی ال مینا,Hilton Garden Inn Dubai Al Mina,https://lastsecond.ir/hotels/2083-hilton-garden-inn-dubai-al-mina,http://cdn.last.upload.ir/2017/09/17/38tuIfUY7tDJNxR5odk0XYDcljKY6iUSFMpqkAu4.jpeg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""چهار ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 474, 'slug': 'dubai', 'title_fa': 'دبی', 'parent_title': 'امارات', 'parent': {'id': 473, 'slug': 'uae', 'title_fa': 'امارات'}, 'hotels_count': 257}",82,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
2339,هتل گرند اوروج ,Grand Oruc hotel,https://lastsecond.ir/hotels/2339-grand-oruc,https://lastsecond.ir/site/images/placeholder/hotel.svg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""(ستاره هتل نامشخص)""><i class=""fa fa-star-o grey-text""></i><i class=""fa fa-star-o grey-text""></i><i class=""fa fa-star-o grey-text""></i><i class=""fa fa-star-o grey-text""></i><i class=""fa fa-star-o grey-text""></i></div>","{'id': 456, 'slug': 'istanbul', 'title_fa': 'استانبول', 'parent_title': 'ترکیه', 'parent': {'id': 442, 'slug': 'turkey', 'title_fa': 'ترکیه'}, 'hotels_count': 308}",161,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
2595,هتل دماوند ,Damavand Mashhad hotel,https://lastsecond.ir/hotels/2595-damavand-mashhad,https://lastsecond.ir/site/images/placeholder/hotel.svg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""هتل آپارتمان""><i class=""fa fa-building orange-text""></i></div>","{'id': 410, 'slug': 'mashhad', 'title_fa': 'مشهد', 'parent_title': 'استان خراسان رضوی', 'parent': {'id': 395, 'slug': 'razavi-khorasan-province', 'title_fa': 'استان خراسان رضوی'}, 'hotels_count': 158}",24,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
3107,هتل بست وسترن پلاس لکس,Best Western Plus Lex hotel,https://lastsecond.ir/hotels/3107-best-western-plus-lex,https://lastsecond.ir/site/images/placeholder/hotel.svg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""چهار ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 543, 'slug': 'philippines', 'title_fa': 'فیلیپین', 'parent_title': 'آسیا', 'parent': {'id': 2, 'slug': 'asia', 'title_fa': 'آسیا'}, 'hotels_count': 14}",1,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
3363,هتل سنت رجیس بالی ریزورت,The St Regis Bali Resort hotel,https://lastsecond.ir/hotels/3363-the-st-regis-bali-resort,http://cdn.last.upload.ir/v1/hotels/84377068.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""پنج ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i></div>","{'id': 493, 'slug': 'bali', 'title_fa': 'بالی', 'parent_title': 'اندونزی', 'parent': {'id': 492, 'slug': 'indoneisia', 'title_fa': 'اندونزی'}, 'hotels_count': 81}",11,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
3619,هتل آتلانتیک پالاس آگادیر,Atlantic Palace Agadir hotel,https://lastsecond.ir/hotels/3619-atlantic-palace-agadir,http://cdn.last.upload.ir/v1/hotels/21383592.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""پنج ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i></div>","{'id': 728, 'slug': 'agadir', 'title_fa': 'آگادیر', 'parent_title': 'مراکش', 'parent': {'id': 678, 'slug': 'morocco', 'title_fa': 'مراکش'}, 'hotels_count': 5}",1,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
3875,لابراندا تی ام تی بدروم ریزورت,Labranda-TMT-Bodrum-Resort,https://lastsecond.ir/hotels/3875-labranda%20tmt%20bodrum%20resort,http://cdn.last.upload.ir/2017/06/28/VB2hkRpRFiLeGub78j8znYoMa4XjgqwfrYWQlhZt.jpeg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""پنج ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i></div>","{'id': 458, 'slug': 'bodrum', 'title_fa': 'بدروم', 'parent_title': 'ترکیه', 'parent': {'id': 442, 'slug': 'turkey', 'title_fa': 'ترکیه'}, 'hotels_count': 96}",22,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
4131,هتل پی پلاس,P Plus Hotel,https://lastsecond.ir/hotels/4131-p-plus-hotel,https://lastsecond.ir/site/images/placeholder/hotel.svg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""(ستاره هتل نامشخص)""><i class=""fa fa-star-o grey-text""></i><i class=""fa fa-star-o grey-text""></i><i class=""fa fa-star-o grey-text""></i><i class=""fa fa-star-o grey-text""></i><i class=""fa fa-star-o grey-text""></i></div>","{'id': 477, 'slug': 'pataya', 'title_fa': 'پاتایا', 'parent_title': 'تایلند', 'parent': {'id': 476, 'slug': 'thailand', 'title_fa': 'تایلند'}, 'hotels_count': 155}",52,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
36,هتل آکگون استانبول,Akgun Istanbul Hotel,https://lastsecond.ir/hotels/36-akgun-istanbul-hotel,http://cdn.last.upload.ir/2017/09/03/k1EHm9IzFvSfJ9mzuPUQ4CR032F8U0MZORTtycFH.jpeg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""پنج ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i></div>","{'id': 456, 'slug': 'istanbul', 'title_fa': 'استانبول', 'parent_title': 'ترکیه', 'parent': {'id': 442, 'slug': 'turkey', 'title_fa': 'ترکیه'}, 'hotels_count': 308}",161,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
292,هتل وای کی پاتونگ,YK Patong hotel,https://lastsecond.ir/hotels/292-yk-patong,http://cdn.last.upload.ir/v1/hotels/239540_120328114806366_STD.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""سه ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 481, 'slug': 'phuket', 'title_fa': 'پوکت', 'parent_title': 'تایلند', 'parent': {'id': 476, 'slug': 'thailand', 'title_fa': 'تایلند'}, 'hotels_count': 162}",35,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
1060,هتل چیل پاتونگ,Chil Patong hotel,https://lastsecond.ir/hotels/1060-chil-patong,http://cdn.last.upload.ir/v1/hotels/36269446.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""سه ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 481, 'slug': 'phuket', 'title_fa': 'پوکت', 'parent_title': 'تایلند', 'parent': {'id': 476, 'slug': 'thailand', 'title_fa': 'تایلند'}, 'hotels_count': 162}",35,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
1316,هتل شروود کلاب,Sherwood Club hotel,https://lastsecond.ir/hotels/1316-sherwood-club,http://cdn.last.upload.ir/v1/hotels/40259964.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""پنج ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i></div>","{'id': 452, 'slug': 'goynuk', 'title_fa': 'گوینوک', 'parent_title': 'کمر', 'parent': {'id': 446, 'slug': 'kemer', 'title_fa': 'کمر'}, 'hotels_count': 9}",2,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
1572,هتل جانلن ژجانگ,Junlan Zhejiang hotel,https://lastsecond.ir/hotels/1572-junlan-zhejiang,https://lastsecond.ir/site/images/placeholder/hotel.svg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""چهار ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 502, 'slug': 'hangzhou', 'title_fa': 'هانگزو', 'parent_title': 'چین', 'parent': {'id': 498, 'slug': 'china', 'title_fa': 'چین'}, 'hotels_count': 12}",2,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
2084,هتل بلا اکسپرس ,Bella Express hotel,https://lastsecond.ir/hotels/2084-bella-express,http://cdn.last.upload.ir/v1/hotels/52999185.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""سه ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 477, 'slug': 'pataya', 'title_fa': 'پاتایا', 'parent_title': 'تایلند', 'parent': {'id': 476, 'slug': 'thailand', 'title_fa': 'تایلند'}, 'hotels_count': 155}",52,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
2340,هتل سینم ,Sinem Hotel,https://lastsecond.ir/hotels/2340-sinem-hotel,http://cdn.last.upload.ir/2017/09/20/mDG4J3kqAwa9AlrrKIW95YnVOVOiA261RJaKMPE7.jpeg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""(ستاره هتل نامشخص)""><i class=""fa fa-star-o grey-text""></i><i class=""fa fa-star-o grey-text""></i><i class=""fa fa-star-o grey-text""></i><i class=""fa fa-star-o grey-text""></i><i class=""fa fa-star-o grey-text""></i></div>","{'id': 456, 'slug': 'istanbul', 'title_fa': 'استانبول', 'parent_title': 'ترکیه', 'parent': {'id': 442, 'slug': 'turkey', 'title_fa': 'ترکیه'}, 'hotels_count': 308}",161,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
2852,هتل هیلتون باتومی,Hilton Batumi hotel,https://lastsecond.ir/hotels/2852-hilton-batumi,http://cdn.last.upload.ir/v1/hotels/50576752.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""پنج ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i></div>","{'id': 646, 'slug': 'batomi', 'title_fa': 'باتومی', 'parent_title': 'گرجستان', 'parent': {'id': 644, 'slug': 'georgia', 'title_fa': 'گرجستان'}, 'hotels_count': 61}",9,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
3108,هتل هریتج مانسیون,Heritage Mansion hotel,https://lastsecond.ir/hotels/3108-heritage-mansion,https://lastsecond.ir/site/images/placeholder/hotel.svg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""چهار ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 543, 'slug': 'philippines', 'title_fa': 'فیلیپین', 'parent_title': 'آسیا', 'parent': {'id': 2, 'slug': 'asia', 'title_fa': 'آسیا'}, 'hotels_count': 14}",1,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
3364,هتل سانتیکا کوتا بالی,Santika Kuta Bali hotel,https://lastsecond.ir/hotels/3364-santika-kuta-bali,http://cdn.last.upload.ir/v1/hotels/52577102.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""سه ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 493, 'slug': 'bali', 'title_fa': 'بالی', 'parent_title': 'اندونزی', 'parent': {'id': 492, 'slug': 'indoneisia', 'title_fa': 'اندونزی'}, 'hotels_count': 81}",11,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
3620,هتل رویال اطلس اند اسپا,Royal Atlas Spa hotel,https://lastsecond.ir/hotels/3620-royal-atlas-spa,http://cdn.last.upload.ir/v1/hotels/33389113.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""پنج ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i></div>","{'id': 728, 'slug': 'agadir', 'title_fa': 'آگادیر', 'parent_title': 'مراکش', 'parent': {'id': 678, 'slug': 'morocco', 'title_fa': 'مراکش'}, 'hotels_count': 5}",1,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
3876,هتل بیگ بی,Big-Bay-Hotel,https://lastsecond.ir/hotels/3876-big-bay-hotel,http://cdn.last.upload.ir/2017/06/28/0w6wnhVwlMzvPnXpIPVX8qLXdOLI9s9BMP1FJVJL.jpeg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""سه ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 645, 'slug': 'tbilisi', 'title_fa': 'تفلیس', 'parent_title': 'گرجستان', 'parent': {'id': 644, 'slug': 'georgia', 'title_fa': 'گرجستان'}, 'hotels_count': 159}",31,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
4132,هتل پراگ,Hotel Prag,https://lastsecond.ir/hotels/4132-hotel-prag,http://cdn.last.upload.ir/2017/10/22/kM72lZLzieWNGRVYSZbzoXExqilUQc7EzoMQKJPD.jpeg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""چهار ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 602, 'slug': 'belgrade', 'title_fa': 'بلگراد', 'parent_title': 'صربستان', 'parent': {'id': 601, 'slug': 'serbia', 'title_fa': 'صربستان'}, 'hotels_count': 30}",2,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
37,هتل شرایتون آتاکوی استانبول,Sheraton Istanbul Atakoy Hotel,https://lastsecond.ir/hotels/37-sheraton-istanbul-atakoy-hotel,http://cdn.last.upload.ir/2017/09/03/FIahixBM776mYqBtppc4ztUraFlTGV7QkMaLv71x.jpeg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""پنج ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i></div>","{'id': 456, 'slug': 'istanbul', 'title_fa': 'استانبول', 'parent_title': 'ترکیه', 'parent': {'id': 442, 'slug': 'turkey', 'title_fa': 'ترکیه'}, 'hotels_count': 308}",161,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
805,هتل آنا,Anna Kish hotel,https://lastsecond.ir/hotels/805-anna-kish,https://lastsecond.ir/site/images/placeholder/hotel.svg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""سه ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 372, 'slug': 'kish', 'title_fa': 'کیش', 'parent_title': 'استان هرمزگان', 'parent': {'id': 358, 'slug': 'hormozgan-province', 'title_fa': 'استان هرمزگان'}, 'hotels_count': 49}",19,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
1317,هتل کلاب گرین فوگلا,Club Green Fugla hotel,https://lastsecond.ir/hotels/1317-club-green-fugla,https://lastsecond.ir/site/images/placeholder/hotel.svg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""چهار ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 454, 'slug': 'avsallar', 'title_fa': 'آوسالار', 'parent_title': 'آلانیا', 'parent': {'id': 462, 'slug': 'alanya', 'title_fa': 'آلانیا'}, 'hotels_count': 7}",1,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
1573,هتل ژجانگ گرند,Zhejiang Grand hotel,https://lastsecond.ir/hotels/1573-zhejiang-grand,https://lastsecond.ir/site/images/placeholder/hotel.svg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""چهار ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 502, 'slug': 'hangzhou', 'title_fa': 'هانگزو', 'parent_title': 'چین', 'parent': {'id': 498, 'slug': 'china', 'title_fa': 'چین'}, 'hotels_count': 12}",2,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
2085,هتل اریوا رویال هیل,Ariva Royal Hill hotel,https://lastsecond.ir/hotels/2085-ariva-royal-hill,http://cdn.last.upload.ir/v1/hotels/44420643.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""سه ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 477, 'slug': 'pataya', 'title_fa': 'پاتایا', 'parent_title': 'تایلند', 'parent': {'id': 476, 'slug': 'thailand', 'title_fa': 'تایلند'}, 'hotels_count': 155}",52,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
