num_reviews,hotel_name,review_title,review_body,review_date,num_reviews_reviewer,reviewer_name,bubble_rating
"1,653","The Ritz-Carlton, Philadelphia",Fantastic 5 Star Experience,"From the service that greets you at the door, then at check-in, and finally throughout your entire stay- no one goes above and beyond in Philadelphia more than the wonderful people at the Philly Ritz. Top notch service, location, and people.","September 25, 2017",2,Robert L,5
"1,653","The Ritz-Carlton, Philadelphia",Great Stay,"Enjoyed a recent business stay at this location. The room was well appointed, comfortable and overall is a beautiful facility in the heart of downtown Philly (not far at all from the airport). I especially liked the Nespresso machine in the room and the top-notch...","October 12, 2017",106,HotelInspector420,5
"1,653","The Ritz-Carlton, Philadelphia",Ritz philly,"It was a mix experience. Front end customer service were very good, my kids were treated very nicely with welcome gifts and staff were very supportive. But on the other side club lounge experience were not good. Not so much things to offer, very few...","October 18, 2017",8,Harshal S,3
"1,653","The Ritz-Carlton, Philadelphia",Luxurious Center City Hotel,We had a very comfortable three night stay at the Philadelphia Ritz Carlton. The rooms were nicely decorated and nicely appointed. The beds were very comfortable and the hotel was very quiet. The food at the the main dining room was very good. It was...,"October 23, 2017",5,scooter72,5
"1,653","The Ritz-Carlton, Philadelphia",Expectations not met,"The Ritz-Carlton did not meet expectations for a hotel of this brand. Staff invariably friendly, but property missing equipment. Internet was a pain. Only ate there once for breakfast and it was a poor way to start a stay. Location is great.","September 17, 2017",9,Floyd Lee V,2
"1,653","The Ritz-Carlton, Philadelphia",Best location,"We could not of been more happy with our stay - in the middle of center city, rooms are modern and extremely clean as one would expect. Not sure why, but the cost was extremely reasonable for a Ritz - $290 per night. There is...","September 6, 2017",5,Marc W,5
"1,653","The Ritz-Carlton, Philadelphia",Weekend in Philadelphia,Best hotel in downtown Philadelphia.Service is outstanding service.Very clean and safe hotel with beautiful view from all rooms on the city center.Worth every penny to stay.Very close to nice restaurants and to all historic place in Philadelphia like Independent Hall.,"October 5, 2017",1,grzegorzr449,5
"1,653","The Ritz-Carlton, Philadelphia","It's a Ritz-Carlton, of course it's excellent.","It's a Ritz-Carlton, of course it's excellent. Everything from the staff to thoughtfulness of decor and amenities were fantastic. Wish I could have stayed longer to check out the spa. Lobby is breathtaking.","September 25, 2017",1,T283RNnicholasc,5
"1,653","The Ritz-Carlton, Philadelphia",Good stay,"Rooms are extremely comfortable and the location is prime. Service after check in could be a bit better, but the housekeeping staff is amazing! I would definitely stay here again when I visit the area.","October 12, 2017",1,Kenneth H,5
"1,653","The Ritz-Carlton, Philadelphia",Advice: Put on the Ritz,"A 5 star experience in every way! every member of the staff was cordial and friendly. The hotel is beautiful,perfectly located,easy to find if you arrive by car. This review needs to be longer,according to the prop pat, but how many ways can I say...","October 17, 2017",2,lindalS5198JW,5
"1,653","The Ritz-Carlton, Philadelphia",Lives up to its reputation,"The Ritz Carleton since I was a small child was the standard for luxurious, comfortable lodging. The Philadelphia Ritz Carleton did not disappoint me. The breakfast dining area was superb, the lobby bar was wonderful, and the beds had down duvets used as mattress toppers....","October 22, 2017",16,Jim B,5
"1,653","The Ritz-Carlton, Philadelphia",This is a must stay,"Lovely hotel, highly trained, friendly, and super attentive staff. The lobby dome is amazing and I haven't seen this type of high end finishes in many years of traveling. Plus, the location is amazing. Right across the street from the historic city hall. It's a...","September 16, 2017",1,steph7170,5
"1,653","The Ritz-Carlton, Philadelphia","No shampoo, no conditioner, opened mouthwash","There some human error in any hotel.
The problem in Ritz was no hospitality and poor training to the employees.
I reported the issue to concierge then she told me “what you need?”
I requested to provide standard service as Ritz. She didn’t fixed it.","October 3, 2017",1,HM102017,1
"1,653","The Ritz-Carlton, Philadelphia",Saturday Evening at The Ritz,"The lobby was designed by the storied firm McKim, Mead, & White, and that is what captivates you immediately upon entering. It is beautiful and deserves to be admired fully by having a drink at the bar. Where there is superb service and a steady...","September 24, 2017",50,abmullins,4
"1,653","The Ritz-Carlton, Philadelphia",Wedding reception,"I hosted my daughter's wedding at this hotel. The special events manager, Kyra Matthews, was exceptionally helpful and kind-very competent, and worked diligently together with the rest of the team in order to create a magical dream wedding. The two banquet captains, Jerry Salvatierra and...","October 11, 2017",1,388mumtazk,5
"1,653","The Ritz-Carlton, Philadelphia",Excellent Customer Service,I purchased a night for my parents to celebrate my mom's birthday in downtown Philly. Location is excellent and hotel service was spectacular. Before arrival they sent an e-mail asking if we were celebrating anything. I told them it was my mothers birthday and they...,"October 17, 2017",3,Verd27,5
"1,653","The Ritz-Carlton, Philadelphia",Perfect for Conferences and Events,"Our group held a conference here and everything was phenomenal! From the service of the sales team to the hotel staff in general. Food was incredible, the decor fantastic! The lobby is out of this world, and the restaurant on site is phenomenal!","October 18, 2017",33,Ryan A,5
"1,653","The Ritz-Carlton, Philadelphia",Thoroughly enjoyable,"Very central location, easy walking distance to the iconic Reading Terminal market and many other shops and restaurants. The staff could not have been more helpful, especially the wonderful Elizabeth. Our 8th floor room was quiet and spacious (no kettle or refrigerator, but these were...","September 15, 2017",15,Roman S,4
"1,653","The Ritz-Carlton, Philadelphia",disappointed with the hotel,"The hotel it's nice and conveniently located,people it's friendly...... I was expecting bigger rooms for what their charge, they really have to change prices for those small rooms..... I don't mind paying a higher amount if the room it's worth it...... The room we stayed...","October 1, 2017",1,873gloriaa,3
"1,653","The Ritz-Carlton, Philadelphia",5 star service,"Hotel is very nice and clean. Room was comfortable and city view was amazing. It's located in the center of everything, next to the city hall. Staff was very friendly. I would highly recommend this hotel to anyone.","September 23, 2017",3,Kashif S,5
"1,653","The Ritz-Carlton, Philadelphia","Grand old building, not 5-Star quality","Rather than be right at the convention center for my conference, I chose the Ritz. The walk is short and Philly can be nice that time of year.
The building is centrally located and has a classic look inside. As in many better hotels the...","October 16, 2017",41,Murray R,3
"1,653","The Ritz-Carlton, Philadelphia",Fine service,We used the hotel for a business function. The recknical staff were t and to solve problems we had fast and reliably. The catering in the meeting room was very good and service friendly. The bell staff did as uperb job of handling a large...,"October 11, 2017",1,th0rleifurt,5
"1,653","The Ritz-Carlton, Philadelphia",What a disappointment,"We spent4 days there two weeks ago and were horrified at what was proffered as a top rate hotel. The hotel is a beautifully renovated bank, but all the wonderful brass fixtures have gone for naught. I doubt that a can of Brasso has ever...","September 23, 2017",1,jdunn846,1
"1,653","The Ritz-Carlton, Philadelphia",Glamour and comfort in a central location,"Attentive staff and incredibly comfortable beds, right in the heart of downtown Philadelphia. Their valet parking is expensive, but there are many cheap parking lots nearby. Reserving a parking spot in advance will often save you as much as 50%.","October 15, 2017",1,Aili M,5
"1,653","The Ritz-Carlton, Philadelphia",Solid ,Great hotel across from city hall. It’s a great location within the Heart of the city.. the have great comfortable beds and nice showers. The also have a great lobby bar. Overall great experience and would return,"October 10, 2017",335,Matthew L,5
"1,653","The Ritz-Carlton, Philadelphia","Hotel, Very Good; Banquet Service, Exceptional!","HOTEL SERVICES: 4 out of 5 stars. The hotel building is gorgeous, our room was fresh, clean, contemporary and attractive. Our bed and bedding was very comfortable. The valet staff was professional, the front desk staff friendly and courteous. Our bellhop did not seem to...","September 29, 2017",30,CTsHome,4
"1,653","The Ritz-Carlton, Philadelphia","Positively, Yes","An elegant restoration of the Girard Bank & Trust landmark tops a nearly perfect city hotel. With the exception of one housekeeping faux pas, it was a glorious stay. The food was uniformly excellent, even the event food was high quality.
All the staff was...","October 10, 2017",223,BillyReyn,5
"1,653","The Ritz-Carlton, Philadelphia",The Ritz knows how to do it!,Had a lovely stay at The Ritz-Carlton over the weekend. My college roommate that I haven't seen in years and I shared a room just like the old times. The staff is just amazing and knows exactly what you need before you do! It was...,"September 26, 2017",33,Helly99,4
"1,653","The Ritz-Carlton, Philadelphia",Highly recommended,"First time of many more stays...love this location, my view was excellent, my room was spotless just how we love it, this location was awesome as well as the whole building and the customer service. I'll have a hard time staying somewhere else","October 9, 2017",1,stephensM9089VD,5
"1,653","The Ritz-Carlton, Philadelphia",Amazing Service with a Cherry on Top,"I loved staying here! I came from a terrible red eye and was on my way to my friends wedding activities. I thought I was going to have to stay gross all day, but they were able to accommodate me. I cried when I entered...","September 26, 2017",1,H2126ZEnatashas,5
"1,653","The Ritz-Carlton, Philadelphia",Beautiful inside and out.,"The staff is absolutely lovely. From the front desk to housekeeping to the wait staff, they were unfailingly helpful and friendly. The hotel itself is beautiful, so the fact that the staff topped the list is high praise.","October 9, 2017",3,E8854ONcindyc,5
"1,653","The Ritz-Carlton, Philadelphia",Cme conference ,Great stay close to everything clean hotel had a relaxing weekend the concierge was awesome giving great tips and anticipating our needs we will return here for future conferences. This is a beautiful luxury hotel.,"October 29, 2017",11,Speakertown,5
"1,653","The Ritz-Carlton, Philadelphia",Great stay,"Most relaxing stay, beautiful rooms and perfect views. I have been coming to the Ritz carlton for new years eve every year and chose to stay here after our wedding. We couldn't have chose a better place, everyone who greeted us and helped were a...","September 26, 2017",1,Amber S,5
"1,653","The Ritz-Carlton, Philadelphia",Great Stay,My wife and I chose a getaway for our 30th anniversary. We chose to stay at the Ritz and enjoy the city of Philadelphia. We could not have had a better experience at the Ritz. We almost did not want to leave the hotel because...,"November 17, 2017",11,Lee R,5
"1,653","The Ritz-Carlton, Philadelphia",Wedding block stay,The service is consistently not goood at the ritz. The hotel is beautiful but when the ammenidites are impacted it affects your stay. The elevators were very slow stopping on every floor. I would not stay here again n,"November 21, 2017",1,joshuaf575,3
"1,653","The Ritz-Carlton, Philadelphia",Excellent,Always a pleasure. We enjoyed every minute. Everything was just as we had expected and we look forward staying at the Ritz next time we are in Philadelphia. We will continue to recommend the Ritz to our friends.,"October 28, 2017",1,lindasF2493JS,5
"1,653","The Ritz-Carlton, Philadelphia",Weekend at the Ritz,"Was there for a friends daughters Wedding. It was outstanding from the time we check in, to the time we were leaving . It was a frantic experience. I would highly recommend this hotel for a wedding and most another event you are planning. The...","September 26, 2017",1,r0dneyap,5
"1,653","The Ritz-Carlton, Philadelphia",Pleasant Visit,Stayed for one night at the Ritz Carlton Philadelphia right before the Labor Day weekend. We arrived well before check-in and they were kind enough to allow us to check in to a room that was already available. Our first rm was a very nice...,"November 17, 2017",7,Madau4,5
"1,653","The Ritz-Carlton, Philadelphia","Excellent Staff, room lacking",Staff was excellent - what you would expect at a Ritz. Room was nothing special however. Decent size with a comfy bed/pillows but only a non-working honor bar refrigerator with no room for other things (even if it worked). Had to go up a floor...,"November 21, 2017",1,heidirT2307HB,3
"1,653","The Ritz-Carlton, Philadelphia",Get treated like royalty!,My first time a The Ritz. Never knew what all the hype was about. Now I know. It was awesome. Beautiful room and staff made me feel like a Queen. They opened doors for me and simply would not let me carry a bag.Then the...,"November 3, 2017",1,Crystal K,5
"1,653","The Ritz-Carlton, Philadelphia",Ritz in Philly,"The staff were friendly and helpful, made you feel special. The hotel was beautiful, clean and in great condition. The room was spacious , clean and up to date, well lighted, quiet. The location was very good for anyone visiting the downtown area of Philly.","November 12, 2017",1,124royp,5
"1,653","The Ritz-Carlton, Philadelphia",5 Stars Easily,"Excellent location in center city. Easy walks to historic sites, waterfront, south street, convention center. Clean, friendly attentive staff. Slow elevators are the only strike against this property.","October 27, 2017",1,richardmP7440LI,5
"1,653","The Ritz-Carlton, Philadelphia",This Hotel went Above and Beyond,"We recently stayed here while at a business event. It was also my husband’s birthday. From start to finish, the professionals at the Ritz
Carlton made our stay memorable.
They helped get everything for his birthday surprise up to our room, and provided a dessert...","November 16, 2017",191,janbK6058QR,5
"1,653","The Ritz-Carlton, Philadelphia","Not your typical Ritz, but a great hotel",I stay often at the Ritz Philadelphia for pleasure and business. The recent renovation was well executed. The lobby bar is one of the best looking (if not THE best) in the city. It's a great place to meet up with clients or share a...,"November 21, 2017",9,stephen l,5
"1,653","The Ritz-Carlton, Philadelphia","The Ritz--close, but no cigar!","Very nice, but for the Ritz it did not quite live up to its rep
I stayed as part of a large group. Block of rooms. Very good price for lovely, comfortable, spacious room. Very friendly and accommodating staff. BUT:
1. On arrival room was...","November 1, 2017",57,Amaryllisum,4
"1,653","The Ritz-Carlton, Philadelphia","I am a frequent visitor, but I think this is the last visit","The reason I have chosen he Ritz Carlton over the past 8 years is partly due to location, partly the friendliness of the staff and partly habit. I usually arrive late, jetlagged and like everything to be where it normally is - and everything to...","November 11, 2017",7,Tony W,3
"1,653","The Ritz-Carlton, Philadelphia",Top Hotel in th City,"Great hotel, great location, great staff. This was my first stay at a Ritz Carlton. It exceeded all of my expectations. Every employee I had contact with was genuinely friendly and polite. The rooms were clean, comfortable and spacious. This will be my go to...","October 26, 2017",8,5MillersRwe,5
"1,653","The Ritz-Carlton, Philadelphia",Beautiful hotel,"Beautiful hotel with excellent service. Since we were new to Philadelphia, we found it difficult driving into the valet area, because of traffic and 3 lanes for left hand turns. If you are in that situation, make sure your car is in the left lane...","November 16, 2017",1,eileenp31,5
"1,653","The Ritz-Carlton, Philadelphia",Ritz Philadelphia,"Beautiful hotel but service was very average and not up to typical Ritz standards. Wouldn't stay here next time I visit Philadelphia. Long lines to check in, mediocre service from then on. Service at the restaurant was slow and food was average. Not a ""Ritz""...","November 21, 2017",2,Marc M,3
"1,653","The Ritz-Carlton, Philadelphia",Extravagance in the heart of Philly!,"Came in for a two night stay on business. Staff was very courteous, helpful and friendly. Front desk personnel were very pleasant and seemed delighted that I had arrived-left me feeling like I was actually important, even though I'm just a regular joe! The stay...","November 1, 2017",1,V203GCpaulr,5
"1,653","The Ritz-Carlton, Philadelphia",extra charges,"the hotel put on miscellaneous and incorrect charges to my bill after I left the hotel. I tried to resolve the error multiple times, but to no avail. The charge was small, but still it is extremely frustrating.","November 10, 2017",1,amyrL8974FM,2
"1,653","The Ritz-Carlton, Philadelphia",Family Visit,"The biggest complaint that I have is the traffic and difficulty getting in and out of the hotel. It is well located for walking to local restaurants, museums, etc. The room the we had was nice but the layout was weird and sometimes difficult to...","October 24, 2017",1,John B,4
"1,653","The Ritz-Carlton, Philadelphia",Philadelphia Chic,"Great place to stay in the heart of Philly. Everything you need is walking distance, Restaurants bars and the theater are within two blocks. My wife and I walked over to the theater saw Phantom of the Opera.","November 13, 2017",1,K6386HXanthonyc,5
"1,653","The Ritz-Carlton, Philadelphia",#BestInTheWorld,"It was our 15th wedding anniversary this weekend and we chose to spend it at the Ritz Carlton Philadelphia. It started dubiously with an uncharacteristically rude check in experience (the women was new) and if you are a light sleeper, I would definitely avoid the...","November 19, 2017",9,smorris777,5
"1,653","The Ritz-Carlton, Philadelphia",First Stay at Ritz-Carlton,Top notch customer service with every employee I came in contact with. Each associate appeared to be sincere and providing lip service. Plus I would highly recommend there lobster and mac service at the bar.,"October 30, 2017",1,michaelcP5686QH,5
"1,653","The Ritz-Carlton, Philadelphia",This hotel is incredible.,"After traveling all over the U.S. and Europe, I am rarely surprised by a hotel. There are good hotels and bad, but every once in a while, a mere hotel exceeds expectations in a marvelous way. The Ritz-Carlton of Philadelphia is one such hotel. The...","November 9, 2017",7,Warren N,5
"1,653","The Ritz-Carlton, Philadelphia",A Ritz is a Ritz...,"2011 EXPERIENCE:
We've stayed here on several occasions, usually during the Thanksgiving holiday when we're visiting family. Brutal cold weather I'm telling ya.
ATMOSPHERE:
The lobby is very grand and elegant. I believe this portion of the hotel was a former bank. It's pretty evident...","November 26, 2017",512,MauiWorldTravelers,4
"1,653","The Ritz-Carlton, Philadelphia",Slow elevators,Hotel really needs another elevator or two for service elevators. The room doors slam shut when closing and you can hear them up and down the hallways. Elevators are slow and stop on ever floor. Need to plan ahead of time for the elevator cause...,"October 29, 2017",1,cindycE6129VY,3
"1,653","The Ritz-Carlton, Philadelphia",Great Hotel in the Heart of Center City,We stayed at the Ritz Carlton for an event in town and I highly recommend this hotel. It is one of the best in the City. I stayed here years ago and thought then that the rooms were small and were underwhelming. They renovated the...,"November 7, 2017",1,12laurik,5
"1,653","The Ritz-Carlton, Philadelphia",Our Stay Went From A 1 Star To 4 Star,It was a girls weekend from November 24-26. We checked in and were told that they didn't have a room with 2 double beds as requested but a king for 3 people and they were out of roll away beds. They told us they would...,"November 26, 2017",40,Christine S,4
"1,653","The Ritz-Carlton, Philadelphia","It's not just a hotel, it's a tourist attraction","The Ritz-Carlton is an iconic edifice just south of City Hall. I mention the word “iconic” because it’s not only a hotel, but a tourist attraction of sorts—certainly the lobby is a grand, soaring affair and needs to be seen if you visit Philadelphia. I’m...","November 26, 2017",28,jgmjr,4
"1,653","The Ritz-Carlton, Philadelphia",Heavenly Beauty,"I don’t think that I can do this hotel justice, in written form. This hotel is phenomenal, in every way. I held a large reception there in The Grand Ballroom and a small reception in one of the ballrooms with a balcony overlooking the lobby...","November 25, 2017",5,reismith1111,5
"1,653","The Ritz-Carlton, Philadelphia",Disappointed ,I had higher expectations for Ritz Carlton Philadelphia - check in was horrid. Maybe it’s the long thanksgiving weekend? I have 2 rooms for my family -only one of my rooms was ready. I am a Ritz-Carlton gold rewards member and didn’t receive any upgrades....,"November 24, 2017",50,HolidayFun2012,2
"1,653","The Ritz-Carlton, Philadelphia",Nice one night stay.,,"February 28, 2005",21,RoxT,4
"1,653","The Ritz-Carlton, Philadelphia",An exceptional hotel,,"August 25, 2004",93,Judy52,5
"1,653","The Ritz-Carlton, Philadelphia",Rang in 2004 in style at the Ritz,,"January 4, 2004",7,esposch,5
"1,653","The Ritz-Carlton, Philadelphia","Nice, but missing something",,"July 28, 2004",49,wise2374,3
"1,653","The Ritz-Carlton, Philadelphia",Unique Experience,,"November 5, 2003",130,RobynPringTravel,4
"1,653","The Ritz-Carlton, Philadelphia",Living off past reputation,,"July 4, 2004",4,rockn,2
"1,653","The Ritz-Carlton, Philadelphia",Overrated,,"July 25, 2003",5,KamPA07,1
"1,653","The Ritz-Carlton, Philadelphia",Historic Lobby is worth the stay,,"June 8, 2004",19,kennethwalker,5
"1,653","The Ritz-Carlton, Philadelphia",Better Bring Your Own Towels to The Ritz,,"February 23, 2003",1,A TripAdvisor Member,2
"1,653","The Ritz-Carlton, Philadelphia",The Ritz was the Ritz!!,,"September 17, 2002",1,A TripAdvisor Member,5
"1,653","The Ritz-Carlton, Philadelphia",Okay other than service,My impression from the Ritz was immediately tainted from my first experience at the hotel. I arrived at nearly 1am due to flight delays - so I was already a bit put out. When I arrived nobody was at the front desk - I was...,"November 23, 2005",6,JDH1998,3
"1,653","The Ritz-Carlton, Philadelphia",Gives the Ritz Carlton a bad name,,"October 3, 2005",1,A TripAdvisor Member,1
"1,653","The Ritz-Carlton, Philadelphia","Overall, a nice stay",,"August 21, 2005",4,Elires,4
"1,653","The Ritz-Carlton, Philadelphia",Top Notch,,"September 26, 2005",1,islandsgirl,5
"1,653","The Ritz-Carlton, Philadelphia",Better than people are saying,"I stayed at the Ritz-Carlton Philadelphia for 2 nights in Dec 2005. This wasn't my first Ritz experience, but my first at this property. Overall no problems. I found the concierge to be extremely helpful renting me a car and having it ready for me...","January 3, 2006",2,Cartoon_Fish,4
"1,653","The Ritz-Carlton, Philadelphia",A grand old hotel,,"June 29, 2005",9,A TripAdvisor Member,4
"1,653","The Ritz-Carlton, Philadelphia",Five Star Experience,,"September 26, 2005",3,A TripAdvisor Member,5
"1,653","The Ritz-Carlton, Philadelphia",Enjoyable Stay,"Friendly and professional staff. The lobby is tremendous when dressed up for Christmas. Central location for business and for the theatre. Some quirks included burned out a lightbulb, a broken remote control, and a bizzare configuration of two small uncomfortable chairs instead of a couch...","January 1, 2006",29,Ravenduffer,4
"1,653","The Ritz-Carlton, Philadelphia",Honestly... an enjoyable stay,,"June 23, 2005",91,Love2Escape,4
"1,653","The Ritz-Carlton, Philadelphia","Nice lobby, otherwise don't bother.",,"May 24, 2004",11,Cassper,3
"1,653","The Ritz-Carlton, Philadelphia",Loved the Ritz,,"September 4, 2005",4,Andrea C,4
"1,653","The Ritz-Carlton, Philadelphia",This Hotel Can't Be Part of the Ritz-Carlton Chain!,,"May 25, 2005",1,A TripAdvisor Member,1
"1,653","The Ritz-Carlton, Philadelphia",They call this a Ritz?,"I have stayed at several Ritz Carlton hotels and have been delighted, the Ritz in Philadelphia, however, seems more like a 2 star hotel.
The ""Superior"" room we booked was cramped and had no character. The marble bath was the only saving grace. Two of...","December 28, 2005",6,Grouchah,1
"1,653","The Ritz-Carlton, Philadelphia",Was an okay stay,,"June 20, 2005",2,A TripAdvisor Member,3
"1,653","The Ritz-Carlton, Philadelphia",Did not live up to expectations,,"February 29, 2004",3,A TripAdvisor Member,1
"1,653","The Ritz-Carlton, Philadelphia","Clean, comfortable, and convenient",,"May 22, 2005",17,A TripAdvisor Member,5
"1,653","The Ritz-Carlton, Philadelphia",Unsettling,"We got a free stay to go visit this hotel again because the last time we stayed there were so many problems, I can't even begin to list them...mostly housekeeping & customer service issues.
We went back for our free stay, and things seemed to...","December 21, 2005",96,jennamack,1
"1,653","The Ritz-Carlton, Philadelphia",Very nice overall with two complaints,"This is a very nice downtown hotel - staff is well trained and accomidating. Location is great and rooms are first class. Complaints: $102 per day valet parking charge was a surprise on our bill, the food quality in ""The Grill"" resturant was poor -...","April 21, 2006",142,Tom2002a,4
"1,653","The Ritz-Carlton, Philadelphia",Disappointing,,"June 14, 2005",1,Movieman,2
"1,653","The Ritz-Carlton, Philadelphia",An excellent hotel,,"February 15, 2004",36,wtmarks,4
"1,653","The Ritz-Carlton, Philadelphia",Enjoyed my stay immensely! Only complaint is the water temperature,"I was there for a meeting and staying at the Ritz was the only highlight of my trip.
After a horrible plane ride over, I was in a bad mood by the time I arrived around 10:30 PM. I was greeted by the most friendly,...","June 22, 2006",106,Rebecca Z,4
"1,653","The Ritz-Carlton, Philadelphia",Disgrace to the Ritz name,,"May 22, 2005",5,vloom,1
"1,653","The Ritz-Carlton, Philadelphia",Low class hotel for a high class price,"I agree with one reader that this was the worst Ritz Carlton that I ever stayed at.
First there was no toilet paper. A staff member brought a couple of rolls several hours after our call, and we graciously tipped her. The internet cable was...","December 18, 2005",2,A TripAdvisor Member,1
"1,653","The Ritz-Carlton, Philadelphia","slogans, no service","Hotel was nicely appointed and looks great. However, staff training is obviously missing the boat. Every employee knew how to say, ""I will endevour to make your stay more pleasant, mr. x"", but didn't know what else to do or say. Just mouthing sentences stolen...","April 14, 2006",7,A TripAdvisor Member,2
"1,653","The Ritz-Carlton, Philadelphia",The old mighty dollar wins out over good customer service.,,"February 3, 2004",1,A TripAdvisor Member,2
"1,653","The Ritz-Carlton, Philadelphia",Despairingly awful...,"This is quite possibly the worst hotel I have ever stayed in. It's a beautiful old building, but there the positives finish. The service is chaotic at best, the rooms are dirty, dark, noisy and small (our 'suite' was tiny and virtually in a lift...","June 18, 2006",4,NJD1_7,1
"1,653","The Ritz-Carlton, Philadelphia",Just okay,,"March 20, 2005",187,Ryan.W,3
"1,653","The Ritz-Carlton, Philadelphia",good hotel but bring ear muffs!,Stayed a week on business. Staff uniformily friendly and professional. Bedroom large and well equipped with excellent bathroom. Facilities in room very good but noise proofing was awful and from 16th floor I was disturbed every night and early morning by external noise. But for...,"April 7, 2006",1,A TripAdvisor Member,4
"1,653","The Ritz-Carlton, Philadelphia",Always lovely!,,"January 5, 2004",1,A TripAdvisor Member,5
